Accession ID	Collection date	Submission date	Location
EPI_ISL_1041204	2021-01-23	2021-02-22	Europe / Hungary / Győr-Moson-Sopron county
EPI_ISL_1041205	2021-01-25	2021-02-22	Europe / Hungary / Somogy county
EPI_ISL_1041206	2021-01-26	2021-02-22	Europe / Hungary / Komárom-Esztergom county
EPI_ISL_1041207	2021-01-26	2021-02-22	Europe / Hungary / Pest county
EPI_ISL_1041208	2021-01-27	2021-02-22	Europe / Hungary / Jász-Nagykun-Szolnok county
EPI_ISL_1041209	2021-02-02	2021-02-22	Europe / Hungary / Somogy county
EPI_ISL_1041210	2021-02-01	2021-02-22	Europe / Hungary / Bács-Kiskun county
EPI_ISL_1041211	2021-02-01	2021-02-22	Europe / Hungary / Bács-Kiskun county
EPI_ISL_1041212	2021-02-01	2021-02-22	Europe / Hungary / Bács-Kiskun county
EPI_ISL_1095614	2020-04-20	2021-02-27	Europe / Hungary / Pest
EPI_ISL_1095615	2020-05-12	2021-02-27	Europe / Hungary / Budapest
EPI_ISL_1095616	2020-04-30	2021-02-27	Europe / Hungary / Komarom-Esztergom
EPI_ISL_1095617	2020-04-29	2021-02-27	Europe / Hungary / Komarom-Esztergom
EPI_ISL_1095618	2020-04-26	2021-02-27	Europe / Hungary / Pest
EPI_ISL_1095619	2020-04-25	2021-02-27	Europe / Hungary / Komarom-Esztergom
EPI_ISL_1095620	2020-04-25	2021-02-27	Europe / Hungary / Komarom-Esztergom
EPI_ISL_1095621	2020-04-25	2021-02-27	Europe / Hungary / Gyor-Moson-Sopron
EPI_ISL_1095622	2020-04-20	2021-02-27	Europe / Hungary / Budapest
EPI_ISL_1095623	2020-04-08	2021-02-27	Europe / Hungary / Budapest
EPI_ISL_1095624	2020-04-04	2021-02-27	Europe / Hungary / Fejer
EPI_ISL_1095625	2020-04-04	2021-02-27	Europe / Hungary / Fejer
EPI_ISL_1095626	2020-03-26	2021-02-27	Europe / Hungary / Gyor-Moson-Sopron
EPI_ISL_1095627	2020-03-24	2021-02-27	Europe / Hungary / Szabolcs-Szatmar-Bereg County
EPI_ISL_1172022	2020-03-03	2021-03-08	Europe / Hungary / Budapest
EPI_ISL_1172023	2020-03-05	2021-03-08	Europe / Hungary / Hajdú-Bihar
EPI_ISL_1172024	2020-03-10	2021-03-08	Europe / Hungary / Budapest
EPI_ISL_1172025	2020-03-10	2021-03-08	Europe / Hungary / Hajdú-Bihar
EPI_ISL_1172026	2020-04-14	2021-03-08	Europe / Hungary / Pest
EPI_ISL_1172027	2020-05-17	2021-03-08	Europe / Hungary / Komarom-Esztergom
EPI_ISL_1195195	2021-02-05	2021-03-09	Europe / Hungary / Pest
EPI_ISL_1195196	2021-02-05	2021-03-09	Europe / Hungary / Budapest
EPI_ISL_1195197	2021-01-27	2021-03-09	Europe / Hungary / Komarom-Esztergom
EPI_ISL_1195198	2021-02-08	2021-03-09	Europe / Hungary / Veszprem
EPI_ISL_1195199	2021-02-06	2021-03-09	Europe / Hungary / Nograd
EPI_ISL_1195200	2021-02-05	2021-03-09	Europe / Hungary / Pest
EPI_ISL_1195201	2021-02-05	2021-03-09	Europe / Hungary / Pest
EPI_ISL_1195202	2021-02-03	2021-03-09	Europe / Hungary / Budapest
EPI_ISL_1195203	2021-01-27	2021-03-09	Europe / Hungary / Nograd
EPI_ISL_1195204	2021-01-18	2021-03-09	Europe / Hungary / Gyor-Moson-Sopron
EPI_ISL_1195205	2021-01-18	2021-03-09	Europe / Hungary / Budapest
EPI_ISL_1195206	2021-02-05	2021-03-09	Europe / Hungary / Pest
EPI_ISL_1195207	2020-12-08	2021-03-09	Europe / Hungary / Nograd
EPI_ISL_1346696	2021-01-06	2021-03-25	Europe / Hungary / Budapest
EPI_ISL_1447292	2021-01-22	2021-04-02	Europe / Hungary / Jasz-Nagykun-Szolnok
EPI_ISL_1447293	2021-01-25	2021-04-02	Europe / Hungary / Budapest
EPI_ISL_1447294	2021-01-23	2021-04-02	Europe / Hungary / Budapest
EPI_ISL_1447295	2021-01-22	2021-04-02	Europe / Hungary / Budapest
EPI_ISL_1447296	2021-01-17	2021-04-02	Europe / Hungary / Veszprem
EPI_ISL_1447297	2021-02-15	2021-04-02	Europe / Hungary / Budapest
EPI_ISL_1447298	2021-02-12	2021-04-02	Europe / Hungary / Veszprem
EPI_ISL_1447299	2021-01-15	2021-04-02	Europe / Hungary / Nograd
EPI_ISL_1447300	2021-01-14	2021-04-02	Europe / Hungary / Heves
EPI_ISL_1447301	2021-01-11	2021-04-02	Europe / Hungary / Komarom-Esztergom
EPI_ISL_1447304	2021-01-28	2021-04-02	Europe / Hungary / Pest
EPI_ISL_1447305	2021-01-27	2021-04-02	Europe / Hungary / Pest
EPI_ISL_1447306	2021-02-09	2021-04-02	Europe / Hungary / Pest
EPI_ISL_1447307	2021-02-09	2021-04-02	Europe / Hungary / Pest
EPI_ISL_1447308	2021-01-27	2021-04-02	Europe / Hungary / Budapest
EPI_ISL_1447309	2021-02-05	2021-04-02	Europe / Hungary / Veszprem
EPI_ISL_1447310	2021-02-04	2021-04-02	Europe / Hungary / Budapest
EPI_ISL_1447311	2021-02-03	2021-04-02	Europe / Hungary / Pest
EPI_ISL_1447312	2021-02-23	2021-04-02	Europe / Hungary / Veszprem
EPI_ISL_1447313	2021-02-22	2021-04-02	Europe / Hungary / Budapest
EPI_ISL_1447315	2021-02-09	2021-04-02	Europe / Hungary / Pest
EPI_ISL_1447316	2021-02-11	2021-04-02	Europe / Hungary / Budapest
EPI_ISL_1447317	2021-02-12	2021-04-02	Europe / Hungary / Heves
EPI_ISL_1447318	2021-02-12	2021-04-02	Europe / Hungary / Veszprem
EPI_ISL_1447319	2021-02-15	2021-04-02	Europe / Hungary / Pest
EPI_ISL_1447320	2021-02-15	2021-04-02	Europe / Hungary / Budapest
EPI_ISL_15104791	2022-03-24	2022-09-24	Europe / Hungary
EPI_ISL_15104793	2022-05-16	2022-09-24	Europe / Hungary
EPI_ISL_15104794	2022-06-16	2022-09-24	Europe / Hungary
EPI_ISL_15104795	2022-06-15	2022-09-24	Europe / Hungary
EPI_ISL_15104796	2022-03-30	2022-09-24	Europe / Hungary
EPI_ISL_15104797	2022-06-15	2022-09-24	Europe / Hungary
EPI_ISL_15104798	2022-07-11	2022-09-24	Europe / Hungary
EPI_ISL_15887380	2022-09-29	2022-11-23	Europe / Hungary
EPI_ISL_15887382	2022-10-03	2022-11-23	Europe / Hungary
EPI_ISL_15887383	2022-10-12	2022-11-23	Europe / Hungary
EPI_ISL_15887389	2022-10-12	2022-11-23	Europe / Hungary
EPI_ISL_15887393	2022-10-07	2022-11-23	Europe / Hungary
EPI_ISL_15887402	2022-10-14	2022-11-23	Europe / Hungary
EPI_ISL_15887403	2022-10-15	2022-11-23	Europe / Hungary
EPI_ISL_15887405	2022-10-19	2022-11-23	Europe / Hungary
EPI_ISL_15887406	2022-10-18	2022-11-23	Europe / Hungary
EPI_ISL_15887411	2022-10-13	2022-11-23	Europe / Hungary
EPI_ISL_16242815	2022-10-18	2022-12-22	Europe / Hungary
EPI_ISL_16242820	2022-10-25	2022-12-22	Europe / Hungary
EPI_ISL_16242828	2022-10-27	2022-12-22	Europe / Hungary
EPI_ISL_16242834	2022-10-25	2022-12-22	Europe / Hungary
EPI_ISL_16242837	2022-10-27	2022-12-22	Europe / Hungary
EPI_ISL_16242838	2022-10-26	2022-12-22	Europe / Hungary
EPI_ISL_16242860	2022-11-16	2022-12-22	Europe / Hungary
EPI_ISL_16647748	2022-12-22	2023-01-25	Europe / Hungary
EPI_ISL_16647752	2022-11-18	2023-01-25	Europe / Hungary
EPI_ISL_16647757	2022-11-21	2023-01-25	Europe / Hungary
EPI_ISL_16647763	2022-12-19	2023-01-25	Europe / Hungary
EPI_ISL_16647764	2022-12-16	2023-01-25	Europe / Hungary
EPI_ISL_16647766	2022-12-21	2023-01-25	Europe / Hungary
EPI_ISL_16724400	2022-11-24	2023-01-30	Europe / Hungary
EPI_ISL_16871472	2021-02-22	2023-01-23	Europe / Hungary / Budapest
EPI_ISL_16871473	2020-05-11	2023-01-23	Europe / Hungary / Budapest
EPI_ISL_17033719	2022-10-10	2023-02-27	Europe / Hungary / Fejer county
EPI_ISL_17033720	2022-10-10	2023-02-27	Europe / Hungary / Fejer county
EPI_ISL_17033721	2022-10-11	2023-02-27	Europe / Hungary / Fejer county
EPI_ISL_17033722	2022-10-11	2023-02-27	Europe / Hungary / Budapest
EPI_ISL_17033723	2022-10-12	2023-02-27	Europe / Hungary / Budapest
EPI_ISL_17033724	2022-10-12	2023-02-27	Europe / Hungary / Budapest
EPI_ISL_17033725	2022-10-12	2023-02-27	Europe / Hungary / Fejer county
EPI_ISL_17033726	2022-10-12	2023-02-27	Europe / Hungary / Fejer county
EPI_ISL_17033728	2022-10-14	2023-02-27	Europe / Hungary / Fejer county
EPI_ISL_17033730	2022-10-17	2023-02-27	Europe / Hungary / Fejer county
EPI_ISL_17033731	2022-10-17	2023-02-27	Europe / Hungary / Fejer county
EPI_ISL_17033732	2022-10-17	2023-02-27	Europe / Hungary / Veszprem County
EPI_ISL_17033733	2022-10-17	2023-02-27	Europe / Hungary / Veszprem County
EPI_ISL_17033736	2022-10-19	2023-02-27	Europe / Hungary / Pest County
EPI_ISL_17033737	2022-10-25	2023-02-27	Europe / Hungary / Fejer county
EPI_ISL_17033738	2022-10-25	2023-02-27	Europe / Hungary / Budapest
EPI_ISL_17033739	2022-10-28	2023-02-27	Europe / Hungary / Zala county
EPI_ISL_17033740	2022-11-02	2023-02-27	Europe / Hungary / Fejer county
EPI_ISL_17033741	2022-11-08	2023-02-27	Europe / Hungary / Budapest
EPI_ISL_17033742	2022-11-09	2023-02-27	Europe / Hungary / Somogy County
EPI_ISL_17033743	2022-11-09	2023-02-27	Europe / Hungary / Jasz-Nagykun-Szolnok County
EPI_ISL_17033744	2022-11-14	2023-02-27	Europe / Hungary / Vas county
EPI_ISL_17033745	2022-11-15	2023-02-27	Europe / Hungary / Pest County
EPI_ISL_17033747	2022-11-16	2023-02-27	Europe / Hungary / Veszprem County
EPI_ISL_17033749	2022-11-18	2023-02-27	Europe / Hungary / Fejer county
EPI_ISL_17033750	2022-11-18	2023-02-27	Europe / Hungary / Fejer county
EPI_ISL_17033751	2022-11-23	2023-02-27	Europe / Hungary / Fejer county
EPI_ISL_17033752	2022-11-28	2023-02-27	Europe / Hungary / Pest County
EPI_ISL_17033753	2022-11-30	2023-02-27	Europe / Hungary / Budapest
EPI_ISL_17033793	2022-03-24	2023-02-27	Europe / Hungary
EPI_ISL_17033800	2022-02-09	2023-02-27	Europe / Hungary / Fejer county
EPI_ISL_17033806	2022-02-27	2023-02-27	Europe / Hungary / Zala county
EPI_ISL_17347303	2023-01-10	2023-03-30	Europe / Hungary
EPI_ISL_17347312	2023-01-30	2023-03-30	Europe / Hungary
EPI_ISL_17347324	2023-02-07	2023-03-30	Europe / Hungary
EPI_ISL_17660510	2023	2023-05-15	Europe / Hungary / Baranya County
EPI_ISL_17660511	2023	2023-05-15	Europe / Hungary / Jasz-Nagykun-Szolnok County
EPI_ISL_17660513	2023	2023-05-15	Europe / Hungary / Fejer county
EPI_ISL_17660517	2023	2023-05-15	Europe / Hungary / Jasz-Nagykun-Szolnok County
EPI_ISL_18552526	2023-10-09	2023-11-28	Europe / Hungary
EPI_ISL_18552534	2023-10-11	2023-11-28	Europe / Hungary
EPI_ISL_18552539	2023-10-02	2023-11-28	Europe / Hungary
EPI_ISL_18559934	2023-10-09	2023-11-28	Europe / Hungary
EPI_ISL_18559942	2023-10-11	2023-11-28	Europe / Hungary
EPI_ISL_18559947	2023-10-02	2023-11-28	Europe / Hungary
EPI_ISL_416426	2020-03-17	2020-03-21	Europe / Hungary / Budapest
EPI_ISL_416744	2020-03-20	2020-03-23	Europe / Hungary / Baranya
EPI_ISL_418183	2020-03-17	2020-03-28	Europe / Hungary / Baranya
EPI_ISL_435403	2020-03-20	2020-05-04	Europe / Hungary / Baranya
EPI_ISL_435404	2020-03-20	2020-05-04	Europe / Hungary / Baranya
EPI_ISL_435405	2020-03-22	2020-05-04	Europe / Hungary / Baranya
EPI_ISL_435406	2020-03-22	2020-05-04	Europe / Hungary / Baranya
EPI_ISL_435407	2020-03-22	2020-05-04	Europe / Hungary / Baranya
EPI_ISL_435408	2020-03-22	2020-05-04	Europe / Hungary / Baranya
EPI_ISL_435409	2020-03-25	2020-05-04	Europe / Hungary / Baranya
EPI_ISL_435410	2020-03-26	2020-05-04	Europe / Hungary / Baranya
EPI_ISL_435411	2020-03-27	2020-05-04	Europe / Hungary / Baranya
EPI_ISL_435412	2020-03-30	2020-05-04	Europe / Hungary / Baranya
EPI_ISL_435413	2020-03-30	2020-05-04	Europe / Hungary / Baranya
EPI_ISL_435414	2020-03-30	2020-05-04	Europe / Hungary / Baranya
EPI_ISL_435415	2020-03-30	2020-05-04	Europe / Hungary / Baranya
EPI_ISL_435416	2020-03-27	2020-05-04	Europe / Hungary / Baranya
EPI_ISL_435417	2020-03-30	2020-05-04	Europe / Hungary / Baranya
EPI_ISL_435418	2020-04-02	2020-05-04	Europe / Hungary / Baranya
EPI_ISL_435419	2020-03-20	2020-05-04	Europe / Hungary / Baranya
EPI_ISL_435420	2020-03-23	2020-05-04	Europe / Hungary / Budapest
EPI_ISL_435421	2020-03-25	2020-05-04	Europe / Hungary / Balatonfured
EPI_ISL_435422	2020-03-27	2020-05-04	Europe / Hungary / Balassagyarmat
EPI_ISL_435423	2020-03-27	2020-05-04	Europe / Hungary / Balassagyarmat
EPI_ISL_435424	2020-03-27	2020-05-04	Europe / Hungary / Balassagyarmat
EPI_ISL_435425	2020-03-19	2020-05-04	Europe / Hungary / Szeged
EPI_ISL_435426	2020-03-21	2020-05-04	Europe / Hungary / Kecskemet
EPI_ISL_435427	2020-03-25	2020-05-04	Europe / Hungary / Oroshaza
EPI_ISL_435428	2020-03-25	2020-05-04	Europe / Hungary / Bekesszentandras
EPI_ISL_435429	2020-03-28	2020-05-04	Europe / Hungary / Szeged
EPI_ISL_435430	2020-03-29	2020-05-04	Europe / Hungary / Kecskemet
EPI_ISL_435431	2020-03-25	2020-05-04	Europe / Hungary / Kecskemet
EPI_ISL_476068	2020-04-22	2020-06-25	Europe / Hungary / Heves county
EPI_ISL_476069	2020-03-30	2020-06-25	Europe / Hungary / Debrecen
EPI_ISL_476070	2020-04-02	2020-06-25	Europe / Hungary / Jász-Nagykun-Szolnok county
EPI_ISL_476071	2020-04-08	2020-06-25	Europe / Hungary / Debrecen
EPI_ISL_476072	2020-04-09	2020-06-25	Europe / Hungary / Borsod-Abauj-Zemplen County
EPI_ISL_476073	2020-04-09	2020-06-25	Europe / Hungary / Heves county
EPI_ISL_476074	2020-04-08	2020-06-25	Europe / Hungary / Heves county
EPI_ISL_476075	2020-04-08	2020-06-25	Europe / Hungary / Heves county
EPI_ISL_476076	2020-04-12	2020-06-25	Europe / Hungary / Borsod-Abauj-Zemplen County
EPI_ISL_476077	2020-04-14	2020-06-25	Europe / Hungary / Heves county
EPI_ISL_476078	2020-03-30	2020-06-25	Europe / Hungary / Csongrad County
EPI_ISL_477008	2020-04-21	2020-06-27	Europe / Hungary / Szabolcs-Szatmar-Bereg County
EPI_ISL_477009	2020-04-22	2020-06-27	Europe / Hungary / Borsod-Abauj-Zemplen County
EPI_ISL_477010	2020-04-07	2020-06-27	Europe / Hungary / Debrecen
EPI_ISL_477011	2020-04-08	2020-06-27	Europe / Hungary / Borsod-Abauj-Zemplen County
EPI_ISL_477012	2020-04-08	2020-06-27	Europe / Hungary / Borsod-Abauj-Zemplen County
EPI_ISL_477013	2020-04-22	2020-06-27	Europe / Hungary / Szabolcs-Szatmar-Bereg County
EPI_ISL_477615	2020-03-19	2020-06-29	Europe / Hungary / Csongrad County
EPI_ISL_477616	2020-03-20	2020-06-29	Europe / Hungary / Csongrad County
EPI_ISL_477617	2020-03-20	2020-06-29	Europe / Hungary / Csongrad County
EPI_ISL_477618	2020-03-22	2020-06-29	Europe / Hungary / Csongrad County
EPI_ISL_477619	2020-03-25	2020-06-29	Europe / Hungary / Csongrad County
EPI_ISL_477620	2020-03-26	2020-06-29	Europe / Hungary / Békés County
EPI_ISL_477621	2020-03-29	2020-06-29	Europe / Hungary / Csongrad County
EPI_ISL_477622	2020-03-30	2020-06-29	Europe / Hungary / Csongrad County
EPI_ISL_477623	2020-03-27	2020-06-29	Europe / Hungary / Békés County
EPI_ISL_477624	2020-03-29	2020-06-29	Europe / Hungary / Bacs-Kiskun County
EPI_ISL_477625	2020-03-29	2020-06-29	Europe / Hungary / Bacs-Kiskun County
EPI_ISL_483637	2020-03-17	2020-07-08	Europe / Hungary / Baranya
EPI_ISL_526215	2020-04-10	2020-09-01	Europe / Hungary / Pest county
EPI_ISL_526216	2020-04-14	2020-09-01	Europe / Hungary / Pest county
EPI_ISL_526217	2020-04-15	2020-09-01	Europe / Hungary / Pest county
EPI_ISL_526218	2020-04-23	2020-09-01	Europe / Hungary / Pest county
EPI_ISL_526219	2020-04-30	2020-09-01	Europe / Hungary / Pest county
EPI_ISL_526220	2020-05-11	2020-09-01	Europe / Hungary / Pest county
EPI_ISL_526221	2020-05-11	2020-09-01	Europe / Hungary / Pest county
EPI_ISL_526222	2020-05-14	2020-09-01	Europe / Hungary / Pest county
EPI_ISL_526223	2020-05-25	2020-09-01	Europe / Hungary / Pest county
EPI_ISL_526224	2020-06-04	2020-09-01	Europe / Hungary / Pest county
EPI_ISL_526225	2020-07-06	2020-09-01	Europe / Hungary / Pest county
EPI_ISL_526226	2020-04-23	2020-09-01	Europe / Hungary / Pest county
EPI_ISL_526227	2020-04-28	2020-09-01	Europe / Hungary / Borsod-Abauj-Zemplen County
EPI_ISL_526228	2020-04-25	2020-09-01	Europe / Hungary / Pest county
EPI_ISL_526229	2020-04-15	2020-09-01	Europe / Hungary / Pest county
EPI_ISL_526230	2020-04-17	2020-09-01	Europe / Hungary / Pest county
EPI_ISL_526231	2020-04-20	2020-09-01	Europe / Hungary / Pest county
EPI_ISL_526232	2020-04-16	2020-09-01	Europe / Hungary / Pest county
EPI_ISL_526233	2020-04-16	2020-09-01	Europe / Hungary / Pest county
EPI_ISL_526234	2020-04-15	2020-09-01	Europe / Hungary / Pest county
EPI_ISL_526235	2020-04-21	2020-09-01	Europe / Hungary / Pest county
EPI_ISL_526236	2020-05-08	2020-09-01	Europe / Hungary / Pest county
EPI_ISL_526237	2020-04-29	2020-09-01	Europe / Hungary / Pest county
EPI_ISL_526238	2020-04-21	2020-09-01	Europe / Hungary / Pest county
EPI_ISL_671414	2020-09-02	2020-12-02	Europe / Hungary / Baranya county
EPI_ISL_671415	2020-10-20	2020-12-02	Europe / Hungary / Baranya county
EPI_ISL_671416	2020-10-12	2020-12-02	Europe / Hungary / Somogy county
EPI_ISL_671417	2020-10-20	2020-12-02	Europe / Hungary / Baranya county
EPI_ISL_671418	2020-10-24	2020-12-02	Europe / Hungary / Baranya county
EPI_ISL_671419	2020-08-31	2020-12-02	Europe / Hungary / Szabolcs-Szatmar-Bereg County
EPI_ISL_671420	2020-08-31	2020-12-02	Europe / Hungary / Hajdu-Bihar County
EPI_ISL_671421	2020-08-31	2020-12-02	Europe / Hungary / Hajdu-Bihar County
EPI_ISL_671423	2020-08-31	2020-12-02	Europe / Hungary / Hajdu-Bihar County
EPI_ISL_671424	2020-08-31	2020-12-02	Europe / Hungary / Hajdu-Bihar County
EPI_ISL_671425	2020-08-31	2020-12-02	Europe / Hungary / Hajdu-Bihar County
EPI_ISL_671427	2020-08-31	2020-12-02	Europe / Hungary / Hajdu-Bihar County
EPI_ISL_671428	2020-09-01	2020-12-02	Europe / Hungary / Szabolcs-Szatmar-Bereg County
EPI_ISL_671429	2020-08-31	2020-12-02	Europe / Hungary / Borsod-Abauj-Zemplen County
EPI_ISL_671430	2020-09-01	2020-12-02	Europe / Hungary / Borsod-Abauj-Zemplen County
EPI_ISL_671431	2020-09-02	2020-12-02	Europe / Hungary / Szabolcs-Szatmar-Bereg County
EPI_ISL_671432	2020-09-02	2020-12-02	Europe / Hungary / Szabolcs-Szatmar-Bereg County
EPI_ISL_671433	2020-09-02	2020-12-02	Europe / Hungary / Hajdu-Bihar County
EPI_ISL_671434	2020-09-02	2020-12-02	Europe / Hungary / Hajdu-Bihar County
EPI_ISL_671435	2020-09-02	2020-12-02	Europe / Hungary / Szabolcs-Szatmar-Bereg County
EPI_ISL_671436	2020-09-02	2020-12-02	Europe / Hungary / Hajdu-Bihar County
EPI_ISL_671437	2020-08-31	2020-12-02	Europe / Hungary / Hajdu-Bihar County
EPI_ISL_671438	2020-09-02	2020-12-02	Europe / Hungary / Győr-Moson-Sopron county
EPI_ISL_671440	2020-09-02	2020-12-02	Europe / Hungary / Hajdu-Bihar County
EPI_ISL_671441	2020-09-02	2020-12-02	Europe / Hungary / Hajdu-Bihar County
EPI_ISL_671443	2020-09-02	2020-12-02	Europe / Hungary / Borsod-Abauj-Zemplen County
EPI_ISL_671444	2020-09-02	2020-12-02	Europe / Hungary / Borsod-Abauj-Zemplen County
